Table_name,Liveboard_name,GUID,Schema,Type
DATA_CANVAS_CONTRACT_METRICS,Object 6b8c40a2...,6b8c40a2-7779-4ea5-997e-4a026a0747dd,CPS_DSCI_API,BASE TABLE
DATA_CANVAS_CONTRACT_METRICS,Object a1968002...,a1968002-d109-43cd-b698-571f8394819e,CPS_DSCI_API,BASE TABLE
DATA_CANVAS_CONTRACT_METRICS,Access Test without ADMIN Copy of Operational Metrics,a38893b7-4975-40b5-86c9-ed8e9aecfdc4,CPS_DSCI_API,BASE TABLE
DATA_CANVAS_CONTRACT_METRICS,Object 63c3cbab...,63c3cbab-1c1e-4261-8e3e-b3f68ab20573,CPS_DSCI_API,BASE TABLE
DC_SDM_METIRCS,SDM Test Liveboard,0035e231-099e-47d3-95d7-139a528b5379,CPS_DSCI_API,VIEW
DC_SUB_ALLOCATION_RPT,Copy of Total Bookings Allocations For Active Contracts_Mario,384aa0f2-14e8-498c-8eff-16ba8ddac0fc,CPS_DSCI_API,VIEW
DC_SUB_ALLOCATION_RPT,Asset Overview,0057b179-1dca-42b1-bc07-d1ba4c4f7a48,CPS_DSCI_API,VIEW
DC_SUPPORT_CASES,Support Cases,0df54270-d51b-42cc-830b-ebe82c74f993,CPS_DSCI_API,BASE TABLE
DC_SUPPORT_CASES,ALAN - Copy of Support Cases,25e69afe-01ff-4e66-99b0-cd11dc548c6c,CPS_DSCI_API,BASE TABLE
LIFECYCLE_METRICS,DRAFT: Lifecycle Metrics,65fd3599-94b4-4a96-ae5c-ea0fa718e9f0,CPS_DSCI_API,BASE TABLE
TEMP_WELLS_FARGO,cr_project,5e5f86fc-fb63-438c-86f9-34054d21bec6,CPS_DSCI_API,BASE TABLE
TS_METADATA_OBJECT,CS Tools SpotApp - Object Sharing,af0d4380-1da1-4aad-a536-c4969fd0bb16,CPS_DSCI_API,BASE TABLE
TS_METADATA_OBJECT,CS Tools SpotApp - ThoughtSpot Usage,8714aa0d-f015-44be-b4f7-4e4bdee11377,CPS_DSCI_API,BASE TABLE
TT,Spotter Conversations,f3d82881-06f8-42eb-93a4-7a3caa4d991e,CPS_DSCI_API,BASE TABLE
ACCOUNT_HEALTH_DELIVERABLES_V,Account Health Heatmap,dcbece90-8973-40d4-90d4-010c81274102,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_DISENGAGE,sveluvol,723260e2-419e-4b25-a23d-48dfabcf113f,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_NEVER_SIGNOFF,sveluvol,723260e2-419e-4b25-a23d-48dfabcf113f,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_SIGNOFF,kirkuma5@cisco.com's first Liveboard,ff1a1e0a-f329-49a0-a0b3-984ebf05fe72,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_SIGNOFF,sveluvol@cisco.com,4209c16c-024b-412e-8f33-49999219b4e0,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_SIGNOFF,ALAN'S Signoff,e0bf3b5f-617b-44f7-9e8c-102fe18ed37a,CPS_DSCI_BR,VIEW
CAM_ACTIVITY_SIGNOFF,Install Base,db146d19-d16c-4fee-9b79-94ca6b8e050c,CPS_DSCI_BR,VIEW
CPQ_QUOTES,CPQ QUOTES,74f1c717-033d-4ecf-b486-bba48bbefa23,CPS_DSCI_BR,VIEW
CPQ_QUOTES_ALL,CPQ Quote Details,bfd2afb9-3396-4562-a5bc-b1bf53111c49,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA,Operational Metrics Audit,8f044872-9a04-4b7b-b46d-6a1ef3c5d2a4,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,kirkuma5@cisco.com's first Liveboard,ff1a1e0a-f329-49a0-a0b3-984ebf05fe72,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,Copy of Contract_Management,769fc920-4131-45ed-bcad-3cbc03d180d4,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,GAP_SAMPLE,7bd19939-f733-488d-ab1c-7033ac64bc3a,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,sveluvolu,e390f958-c7c9-4224-a6f7-2cae245e34d8,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,Gap,cd33f33a-68b4-472f-b77b-c1d8c704580f,CPS_DSCI_BR,VIEW
DC_EXTENDED_CONTRACT_DATA_GAPS,Contract_Management,763b418d-3801-448a-b04b-d653df92b78a,CPS_DSCI_BR,VIEW
DC_FY_ALLOCATION,Time Based Allocation,738ddd99-b95c-4f26-ba0d-78b0f564441d,CPS_DSCI_BR,VIEW
DC_FY_ALLOCATION,Copy of Time Based Allocation,684cb1de-74ac-4da7-b889-d5caae18bc9f,CPS_DSCI_BR,VIEW
DC_SUB_ALLOCATION_RPT,Copy of Total Bookings Allocations For Active Contracts_Mario,384aa0f2-14e8-498c-8eff-16ba8ddac0fc,CPS_DSCI_BR,VIEW
DC_SUB_ALLOCATION_RPT,Asset Overview,0057b179-1dca-42b1-bc07-d1ba4c4f7a48,CPS_DSCI_BR,VIEW
DC_SUPPORT_CASES,Support Cases,0df54270-d51b-42cc-830b-ebe82c74f993,CPS_DSCI_BR,BASE TABLE
DC_SUPPORT_CASES,ALAN - Copy of Support Cases,25e69afe-01ff-4e66-99b0-cd11dc548c6c,CPS_DSCI_BR,BASE TABLE
DC_TIME_BASED_ALLOCATION,Copy of Time Based Allocation,0d7b54ef-ccb7-418b-a8a2-42f9f4dc5884,CPS_DSCI_BR,VIEW
HTEC_QUOTES,HTEC QUOTE,6faddadf-642d-499d-bed7-f3bfb0bdb017,CPS_DSCI_BR,VIEW
HTEC_QUOTES,QUOTE_DETAILS,164a06ed-d64f-4bf4-8d0e-db16fea172c9,CPS_DSCI_BR,VIEW
HTEC_QUOTES_ALL,Copy of HTEC Quote Details,55994446-815c-4069-bfe8-5cd251f8caf9,CPS_DSCI_BR,VIEW
HTEC_QUOTES_ALL,HTEC Quote Details,bf9b5922-7ea7-4c43-85cb-c8d87ace7b7e,CPS_DSCI_BR,VIEW
TEMP_WELLS_FARGO,cr_project,5e5f86fc-fb63-438c-86f9-34054d21bec6,CPS_DSCI_BR,VIEW
