SP_NAME,SP_SCHEMA,SP_LANGUAGE,TABLE_NAME,COLUMN_NAME,RELATIONSHIP_TYPES
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,SOLD_AS_PRICING_MODEL_NAME,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,SUB_TASK_ID,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,DELIVERABLE_ID,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,TASK_ID,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,DELIVERABLE_DESC,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,TASK_DESC,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,SUBTASK_DESC,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,ANCHOR_DATE_ID,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,ITERATOR_DATE_NAME,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,ANCHOR_DATE_NAME,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,CYCLE_ITERATOR_ID,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,DUE_DATE_OFFSET,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,CYCLE_DAYS,USED_AS_SELECT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,VISIBILITY_DATE,"USED_AS_SELECT,USED_AS_HAVING"
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,HEADER_NAME,"USED_AS_SELECT,USED_AS_GROUP_BY,USED_AS_JOIN"
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,BOOKING_CONTRACT,"USED_AS_SELECT,USED_AS_GROUP_BY,USED_AS_JOIN"
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,DC_ENGAGEMENT_ID,"USED_AS_SELECT,USED_AS_GROUP_BY,USED_AS_JOIN,USED_AS_MERGE"
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,BOOKING_CONTRACT,USED_AS_JOIN
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,BUYING_PROGRAM_TYPE_ID,USED_AS_FILTER
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,IS_DELETED,USED_AS_FILTER
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,DELIVERABLE_DESC,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,TASK_DESC,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,SUBTASK_DESC,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,DELIVERABLE_ID,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,TASK_ID,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,SUB_TASK_ID,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,INDEX_POS,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,ENGAGEMENT_NAME,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,DUE_DATE,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,VISIBILITY_DATE,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,HEADER_NAME,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,MIN_OPEN_DATE,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_OWED_SCHEDULED_ENG,MAX_OPEN_DATE,USED_AS_INSERT
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_CORE_ENG,DUE_DATE_LIST,USES_TABLE
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_CISCO_DELIVERABLES,*,PROCEDURE_CREATES_TABLE
DC_SDP_CHANGES,CPS_DSCI_API,SQL,DC_DELIVERABLES_CORE_ENG,*,PROCEDURE_CREATES_TABLE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,*,USES_TABLE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,REQUEST_ID,USED_AS_FILTER
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,*,"PROCEDURE_CREATES_TABLE,USES_TABLE"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_INSTANCE_ID,"USED_AS_INSERT,USED_AS_SELECT"
